"countyfips"	"sort"	"popch2023"	"pop_pctch2023"	"nat2023"	"int_mig2023"	"dom_mig2023"	"STNAME"	"CTYNAME"	"ESTIMATESBASE2020"	"POPESTIMATE2023"	"bach19"	"bach22"	"pop25_19"	"pop25_22"	"cont_code"	"party"	"pctwon"	"RUCC_2023"	"RUCC23_desc"
"05027"	126	-650	"-3"	-211	41	-472	"Arkansas"	"Columbia County"	22800	22150	NA	NA	NA	NA	"5"	"REPUBLICAN"	63.8	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"34009"	1781	-652	"-1"	-2272	73	1612	"New Jersey"	"Cape May County"	95262	94610	22471	28219	69957	74740	"4"	"REPUBLICAN"	57.5	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"01131"	66	-654	"-6"	-195	8	-471	"Alabama"	"Wilcox County"	10598	9944	NA	NA	NA	NA	"6"	"DEMOCRATIC"	68.6	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"06025"	200	-656	"0"	2686	735	-4169	"California"	"Imperial County"	179713	179057	20569	18617	111755	111134	"4"	"DEMOCRATIC"	61.1	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"19057"	820	-657	"-2"	-368	153	-444	"Iowa"	"Des Moines County"	38910	38253	NA	NA	NA	NA	"5"	"REPUBLICAN"	53.3	"5"	"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area"
"36043"	1852	-660	"-1"	-671	39	-44	"New York"	"Herkimer County"	60144	59484	NA	NA	NA	NA	"3"	"REPUBLICAN"	63.8	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"47095"	2478	-662	"-9"	-238	5	-403	"Tennessee"	"Lake County"	7009	6347	NA	NA	NA	NA	"6"	"REPUBLICAN"	73.4	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"06063"	219	-663	"-3"	-167	37	-522	"California"	"Plumas County"	19794	19131	NA	NA	NA	NA	"6"	"REPUBLICAN"	57.2	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"01013"	7	-664	"-3"	-303	19	-384	"Alabama"	"Butler County"	19046	18382	NA	NA	NA	NA	"6"	"REPUBLICAN"	57.5	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"17055"	625	-665	"-2"	-720	9	46	"Illinois"	"Franklin County"	37803	37138	NA	NA	NA	NA	"6"	"REPUBLICAN"	73.1	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"19013"	798	-672	"-1"	559	1104	-2373	"Iowa"	"Black Hawk County"	131143	130471	25309	26520	83655	82378	"4"	"DEMOCRATIC"	53.5	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"05017"	121	-673	"-7"	-271	-2	-403	"Arkansas"	"Chicot County"	10211	9538	NA	NA	NA	NA	"6"	"DEMOCRATIC"	55.1	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"48475"	2763	-674	"-6"	143	5	-794	"Texas"	"Ward County"	11640	10966	NA	NA	NA	NA	"6"	"REPUBLICAN"	79.8	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"48135"	2593	-676	"0"	4256	2242	-6985	"Texas"	"Ector County"	165170	164494	15237	15005	100671	98119	"4"	"REPUBLICAN"	73.3	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"45067"	2352	-677	"-2"	-631	-4	-54	"South Carolina"	"Marion County"	29185	28508	NA	NA	NA	NA	"6"	"DEMOCRATIC"	60.3	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"45005"	2321	-677	"-8"	-262	3	-407	"South Carolina"	"Allendale County"	8046	7369	NA	NA	NA	NA	"6"	"DEMOCRATIC"	75.6	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"21101"	1046	-679	"-2"	-414	26	-295	"Kentucky"	"Henderson County"	44798	44119	NA	NA	NA	NA	"3"	"REPUBLICAN"	61.5	"4"	"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area"
"36051"	1856	-682	"-1"	-424	124	-369	"New York"	"Livingston County"	61840	61158	NA	NA	NA	NA	"2"	"REPUBLICAN"	57.4	"1"	"Metro - Counties in metro areas of 1 million population or more"
"54053"	3021	-686	"-3"	-633	5	-68	"West Virginia"	"Mason County"	25451	24765	NA	NA	NA	NA	"5"	"REPUBLICAN"	75.8	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"21051"	1021	-691	"-3"	-408	3	-302	"Kentucky"	"Clay County"	20339	19648	NA	NA	NA	NA	"6"	"REPUBLICAN"	88	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"01017"	9	-693	"-2"	-550	128	-291	"Alabama"	"Chambers County"	34772	34079	NA	NA	NA	NA	"5"	"REPUBLICAN"	57.3	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"22053"	1142	-696	"-2"	-197	-7	-512	"Louisiana"	"Jefferson Davis Parish"	32249	31553	NA	NA	NA	NA	"6"	"REPUBLICAN"	77	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"31079"	1696	-696	"-1"	889	712	-2266	"Nebraska"	"Hall County"	62893	62197	NA	NA	NA	NA	"4"	"REPUBLICAN"	66.4	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"18091"	745	-698	"-1"	-678	70	-130	"Indiana"	"LaPorte County"	112404	111706	13878	18624	77292	78953	"4"	"REPUBLICAN"	52.6	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"02110"	80	-701	"-2"	213	227	-1147	"Alaska"	"Juneau City and Borough"	32256	31555	NA	NA	NA	NA	"5"	NA	NA	"5"	"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area"
"28029"	1418	-705	"-2"	-269	164	-592	"Mississippi"	"Copiah County"	28369	27664	NA	NA	NA	NA	"3"	"DEMOCRATIC"	50.2	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"39051"	2071	-706	"-2"	-243	107	-583	"Ohio"	"Fulton County"	42713	42007	NA	NA	NA	NA	"3"	"REPUBLICAN"	69.1	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"22099"	1165	-711	"-1"	16	90	-836	"Louisiana"	"St. Martin Parish"	51768	51057	NA	NA	NA	NA	"3"	"REPUBLICAN"	67.3	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"08097"	295	-718	"-4"	188	73	-1016	"Colorado"	"Pitkin County"	17358	16640	NA	NA	NA	NA	"5"	"DEMOCRATIC"	75.2	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"35017"	1807	-719	"-3"	-657	102	-151	"New Mexico"	"Grant County"	28191	27472	NA	NA	NA	NA	"5"	"DEMOCRATIC"	52.6	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"41011"	2216	-721	"-1"	-1859	68	1094	"Oregon"	"Coos County"	64933	64212	NA	NA	NA	NA	"5"	"REPUBLICAN"	58.9	"5"	"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area"
"48415"	2733	-721	"-4"	-44	91	-832	"Texas"	"Scurry County"	16933	16212	NA	NA	NA	NA	"5"	"REPUBLICAN"	84.9	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"39007"	2049	-722	"-1"	-1249	38	478	"Ohio"	"Ashtabula County"	97567	96845	9305	10762	68336	67951	"5"	"REPUBLICAN"	60.9	"1"	"Metro - Counties in metro areas of 1 million population or more"
"19033"	808	-723	"-2"	-469	96	-363	"Iowa"	"Cerro Gordo County"	43129	42406	NA	NA	NA	NA	"5"	"REPUBLICAN"	52.5	"5"	"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area"
"13261"	518	-725	"-2"	-240	45	-501	"Georgia"	"Sumter County"	29615	28890	NA	NA	NA	NA	"5"	"DEMOCRATIC"	52	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"05057"	141	-726	"-4"	-99	25	-648	"Arkansas"	"Hempstead County"	20069	19343	NA	NA	NA	NA	"6"	"REPUBLICAN"	65.3	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"51660"	2933	-728	"-1"	791	1166	-2715	"Virginia"	"Harrisonburg city"	51810	51082	NA	NA	NA	NA	"4"	"DEMOCRATIC"	64.5	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"40015"	2141	-730	"-3"	-411	157	-474	"Oklahoma"	"Caddo County"	26944	26214	NA	NA	NA	NA	"6"	"REPUBLICAN"	71.1	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"21089"	1040	-737	"-2"	-837	-6	102	"Kentucky"	"Greenup County"	35958	35221	NA	NA	NA	NA	"3"	"REPUBLICAN"	71.9	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"36107"	1884	-737	"-2"	-297	-3	-441	"New York"	"Tioga County"	48452	47715	NA	NA	NA	NA	"4"	"REPUBLICAN"	58.8	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"29133"	1552	-751	"-6"	-262	0	-434	"Missouri"	"Mississippi County"	12573	11822	NA	NA	NA	NA	"6"	"REPUBLICAN"	74.4	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"51590"	2925	-753	"-2"	-1332	97	456	"Virginia"	"Danville city"	42590	41837	NA	NA	NA	NA	"5"	"DEMOCRATIC"	60.2	"4"	"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area"
"01025"	13	-754	"-3"	-353	0	-399	"Alabama"	"Clarke County"	23091	22337	NA	NA	NA	NA	"6"	"REPUBLICAN"	55.8	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"37131"	1958	-754	"-4"	-528	11	-234	"North Carolina"	"Northampton County"	17469	16715	NA	NA	NA	NA	"5"	"DEMOCRATIC"	60	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"22077"	1154	-755	"-4"	-271	41	-512	"Louisiana"	"Pointe Coupee Parish"	20755	20000	NA	NA	NA	NA	"3"	"REPUBLICAN"	60.6	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"54043"	3016	-755	"-4"	-538	18	-235	"West Virginia"	"Lincoln County"	20456	19701	NA	NA	NA	NA	"3"	"REPUBLICAN"	76.8	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"06067"	221	-757	"0"	14378	17286	-33827	"California"	"Sacramento County"	1585045	1584288	330589	368064	1058536	1089547	"1"	"DEMOCRATIC"	61.4	"1"	"Metro - Counties in metro areas of 1 million population or more"
"21025"	1008	-762	"-6"	-319	2	-447	"Kentucky"	"Breathitt County"	13715	12953	NA	NA	NA	NA	"6"	"REPUBLICAN"	75.3	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"48189"	2620	-765	"-2"	32	168	-967	"Texas"	"Hale County"	32526	31761	NA	NA	NA	NA	"5"	"REPUBLICAN"	74.9	"4"	"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area"
"22065"	1148	-771	"-8"	-64	8	-721	"Louisiana"	"Madison Parish"	10017	9246	NA	NA	NA	NA	"6"	"DEMOCRATIC"	56.8	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"27119"	1376	-773	"-2"	-148	130	-742	"Minnesota"	"Polk County"	31185	30412	NA	NA	NA	NA	"4"	"REPUBLICAN"	63.3	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"01105"	53	-775	"-9"	-182	2	-618	"Alabama"	"Perry County"	8513	7738	NA	NA	NA	NA	"6"	"DEMOCRATIC"	73.8	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"17137"	666	-780	"-2"	-410	15	-407	"Illinois"	"Morgan County"	32920	32140	NA	NA	NA	NA	"5"	"REPUBLICAN"	65	"4"	"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area"
"21047"	1019	-781	"-1"	1988	99	-2957	"Kentucky"	"Christian County"	72813	72032	8637	8978	41216	41122	"3"	"REPUBLICAN"	63.2	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"21013"	1002	-783	"-3"	-603	-4	-174	"Kentucky"	"Bell County"	24100	23317	NA	NA	NA	NA	"5"	"REPUBLICAN"	81	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"17081"	638	-790	"-2"	-397	20	-429	"Illinois"	"Jefferson County"	37110	36320	NA	NA	NA	NA	"5"	"REPUBLICAN"	71.7	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"06021"	198	-792	"-3"	162	46	-1016	"California"	"Glenn County"	28921	28129	NA	NA	NA	NA	"6"	"REPUBLICAN"	62.5	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"28001"	1404	-792	"-3"	-470	692	-1002	"Mississippi"	"Adams County"	29538	28746	NA	NA	NA	NA	"5"	"DEMOCRATIC"	57.5	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"09180"	317	-794	"0"	-1547	1538	-529	"Connecticut"	"Southeastern Connecticut Planning Region"	280428	279634	NA	NA	NA	NA	NA	NA	NA	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"05003"	114	-796	"-4"	-372	-5	-402	"Arkansas"	"Ashley County"	19058	18262	NA	NA	NA	NA	"6"	"REPUBLICAN"	70	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"42047"	2270	-802	"-3"	-597	-4	-208	"Pennsylvania"	"Elk County"	31000	30198	NA	NA	NA	NA	"6"	"REPUBLICAN"	71.8	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"06079"	227	-804	"0"	-713	644	-832	"California"	"San Luis Obispo County"	282443	281639	71071	78677	191183	190875	"3"	"DEMOCRATIC"	55.3	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"17029"	612	-804	"-2"	-459	116	-496	"Illinois"	"Coles County"	46864	46060	NA	NA	NA	NA	"5"	"REPUBLICAN"	62.1	"5"	"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area"
"04003"	99	-805	"-1"	-1515	617	74	"Arizona"	"Cochise County"	125445	124640	22101	24641	88433	89088	"4"	"REPUBLICAN"	58.8	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"17021"	608	-811	"-2"	-582	0	-241	"Illinois"	"Christian County"	34039	33228	NA	NA	NA	NA	"5"	"REPUBLICAN"	71.4	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"34025"	1789	-813	"0"	-684	1906	-2374	"New Jersey"	"Monmouth County"	643612	642799	211569	239814	439267	458939	"2"	"REPUBLICAN"	50.7	"1"	"Metro - Counties in metro areas of 1 million population or more"
"40047"	2157	-816	"-1"	-57	246	-965	"Oklahoma"	"Garfield County"	62839	62023	NA	NA	NA	NA	"5"	"REPUBLICAN"	75.7	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"02090"	77	-820	"-1"	2623	442	-3901	"Alaska"	"Fairbanks North Star Borough"	95660	94840	20391	17665	61280	61880	"4"	NA	NA	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"54025"	3007	-824	"-2"	-970	52	95	"West Virginia"	"Greenbrier County"	32973	32149	NA	NA	NA	NA	"6"	"REPUBLICAN"	68.9	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"17077"	636	-825	"-2"	-141	509	-1201	"Illinois"	"Jackson County"	52966	52141	NA	NA	NA	NA	"4"	"DEMOCRATIC"	49.4	"5"	"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area"
"17073"	634	-834	"-2"	-389	-3	-451	"Illinois"	"Henry County"	49282	48448	NA	NA	NA	NA	"3"	"REPUBLICAN"	59.7	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"13021"	400	-835	"-1"	-320	256	-768	"Georgia"	"Bibb County"	157347	156512	25013	26248	100417	103347	"4"	"DEMOCRATIC"	61.4	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"24001"	1196	-835	"-1"	-1576	52	687	"Maryland"	"Allegany County"	68108	67273	10438	10908	49440	47997	"4"	"REPUBLICAN"	68.2	"4"	"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area"
"05001"	113	-841	"-5"	-407	-1	-421	"Arkansas"	"Arkansas County"	17148	16307	NA	NA	NA	NA	"6"	"REPUBLICAN"	68.4	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"22023"	1127	-851	"-15"	23	-4	-848	"Louisiana"	"Cameron Parish"	5619	4768	NA	NA	NA	NA	"4"	"REPUBLICAN"	90.9	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"05103"	164	-854	"-4"	-478	0	-387	"Arkansas"	"Ouachita County"	22647	21793	NA	NA	NA	NA	"5"	"REPUBLICAN"	55	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"36037"	1849	-854	"-1"	-593	25	-314	"New York"	"Genesee County"	58383	57529	NA	NA	NA	NA	"5"	"REPUBLICAN"	64.1	"4"	"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area"
"51685"	2938	-856	"-5"	-35	324	-1169	"Virginia"	"Manassas Park city"	17217	16361	NA	NA	NA	NA	"2"	"DEMOCRATIC"	65.6	"1"	"Metro - Counties in metro areas of 1 million population or more"
"36039"	1850	-870	"-2"	-756	52	-145	"New York"	"Greene County"	47932	47062	NA	NA	NA	NA	"6"	"REPUBLICAN"	56.4	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"28135"	1471	-875	"-7"	-220	31	-677	"Mississippi"	"Tallahatchie County"	12712	11837	NA	NA	NA	NA	"6"	"DEMOCRATIC"	54.6	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"39085"	2088	-881	"0"	-2955	734	1254	"Ohio"	"Lake County"	232521	231640	43737	55580	166562	168592	"2"	"REPUBLICAN"	56.1	"1"	"Metro - Counties in metro areas of 1 million population or more"
"22007"	1119	-886	"-4"	-294	5	-587	"Louisiana"	"Assumption Parish"	21046	20160	NA	NA	NA	NA	"6"	"REPUBLICAN"	64.7	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"48355"	2703	-886	"0"	2093	1207	-4518	"Texas"	"Nueces County"	353175	352289	56360	53849	238820	231955	"3"	"REPUBLICAN"	50.8	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"42065"	2279	-889	"-2"	-621	8	-290	"Pennsylvania"	"Jefferson County"	44501	43612	NA	NA	NA	NA	"6"	"REPUBLICAN"	78.7	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"20175"	978	-896	"-4"	704	41	-1646	"Kansas"	"Seward County"	21963	21067	NA	NA	NA	NA	"5"	"REPUBLICAN"	63.7	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"17165"	680	-899	"-4"	-519	5	-375	"Illinois"	"Saline County"	23772	22873	NA	NA	NA	NA	"6"	"REPUBLICAN"	73.2	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"13053"	415	-905	"-9"	433	67	-1375	"Georgia"	"Chattahoochee County"	9566	8661	NA	NA	NA	NA	"3"	"REPUBLICAN"	55.6	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"42083"	2288	-911	"-2"	-813	32	-143	"Pennsylvania"	"McKean County"	40430	39519	NA	NA	NA	NA	"5"	"REPUBLICAN"	72.3	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"08075"	284	-917	"-4"	-282	57	-632	"Colorado"	"Logan County"	21536	20619	NA	NA	NA	NA	"5"	"REPUBLICAN"	76.8	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"05041"	133	-919	"-8"	-209	28	-731	"Arkansas"	"Desha County"	11398	10479	NA	NA	NA	NA	"6"	"DEMOCRATIC"	48.4	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"20125"	953	-924	"-3"	-652	25	-303	"Kansas"	"Montgomery County"	31492	30568	NA	NA	NA	NA	"5"	"REPUBLICAN"	74	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"51143"	2891	-927	"-2"	-1406	9	458	"Virginia"	"Pittsylvania County"	60498	59571	NA	NA	NA	NA	"5"	"REPUBLICAN"	69.4	"4"	"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area"
"26025"	1246	-931	"-1"	-977	221	-225	"Michigan"	"Calhoun County"	134297	133366	18573	21869	91740	91659	"4"	"REPUBLICAN"	54.6	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"28113"	1460	-932	"-2"	-337	10	-615	"Mississippi"	"Pike County"	40326	39394	NA	NA	NA	NA	"5"	"DEMOCRATIC"	49.9	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"19087"	835	-935	"-5"	-227	11	-729	"Iowa"	"Henry County"	20482	19547	NA	NA	NA	NA	"6"	"REPUBLICAN"	65.4	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"06103"	239	-936	"-1"	-398	-41	-494	"California"	"Tehama County"	65832	64896	7443	7287	45751	43603	"5"	"REPUBLICAN"	66.6	"4"	"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area"
"51195"	2915	-944	"-3"	-912	15	-47	"Virginia"	"Wise County"	36118	35174	NA	NA	NA	NA	"5"	"REPUBLICAN"	80.4	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"17075"	635	-946	"-3"	-518	4	-438	"Illinois"	"Iroquois County"	27082	26136	NA	NA	NA	NA	"6"	"REPUBLICAN"	77.6	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"26075"	1271	-946	"-1"	-1309	158	140	"Michigan"	"Jackson County"	160370	159424	25566	23864	111444	112289	"4"	"REPUBLICAN"	58.6	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"09110"	310	-947	"0"	-1224	10626	-7956	"Connecticut"	"Capitol Planning Region"	976275	975328	NA	NA	NA	NA	NA	NA	NA	"1"	"Metro - Counties in metro areas of 1 million population or more"
"54029"	3009	-948	"-3"	-948	17	-24	"West Virginia"	"Hancock County"	29093	28145	NA	NA	NA	NA	"4"	"REPUBLICAN"	71.1	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"48451"	2751	-950	"-1"	318	303	-1606	"Texas"	"Tom Green County"	120007	119057	18447	19088	76497	77318	"4"	"REPUBLICAN"	71.5	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"17117"	656	-955	"-2"	-864	45	-141	"Illinois"	"Macoupin County"	44973	44018	NA	NA	NA	NA	"2"	"REPUBLICAN"	67.2	"1"	"Metro - Counties in metro areas of 1 million population or more"
"28163"	1485	-955	"-4"	-182	18	-813	"Mississippi"	"Yazoo County"	26751	25796	NA	NA	NA	NA	"3"	"DEMOCRATIC"	52.7	"2"	"Metro - Counties in metro areas of 250,000 to 1 million population"
"45069"	2353	-965	"-4"	-525	-9	-417	"South Carolina"	"Marlboro County"	26669	25704	NA	NA	NA	NA	"5"	"DEMOCRATIC"	55	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"48273"	2662	-973	"-3"	76	138	-1190	"Texas"	"Kleberg County"	31042	30069	NA	NA	NA	NA	"5"	"REPUBLICAN"	50.3	"4"	"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area"
"04001"	98	-990	"-1"	-1073	132	-86	"Arizona"	"Apache County"	66026	65036	5472	5864	46255	41879	"6"	"DEMOCRATIC"	66.2	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"35045"	1822	-991	"-1"	-814	226	-445	"New Mexico"	"San Juan County"	121666	120675	11711	14448	81169	79691	"4"	"REPUBLICAN"	62.9	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"22029"	1130	-992	"-5"	-446	179	-730	"Louisiana"	"Concordia Parish"	18680	17688	NA	NA	NA	NA	"5"	"REPUBLICAN"	62.9	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"05123"	174	-993	"-4"	-162	104	-928	"Arkansas"	"St. Francis County"	23094	22101	NA	NA	NA	NA	"5"	"DEMOCRATIC"	50.7	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"19111"	847	-994	"-3"	-509	-10	-490	"Iowa"	"Lee County"	33559	32565	NA	NA	NA	NA	"5"	"REPUBLICAN"	58.6	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"28067"	1437	-994	"-1"	-179	32	-856	"Mississippi"	"Jones County"	67244	66250	8339	9340	44623	44334	"5"	"REPUBLICAN"	70.5	"4"	"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area"
"20055"	918	-1000	"-3"	716	386	-2107	"Kansas"	"Finney County"	38466	37466	NA	NA	NA	NA	"5"	"REPUBLICAN"	61.3	"5"	"Nonmetro - Urban population of 20,000 or more, not adjacent to a metro area"
"29143"	1557	-1004	"-6"	-370	-5	-625	"Missouri"	"New Madrid County"	16428	15424	NA	NA	NA	NA	"6"	"REPUBLICAN"	75.1	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"22093"	1162	-1006	"-5"	-104	18	-921	"Louisiana"	"St. James Parish"	20197	19191	NA	NA	NA	NA	"2"	"DEMOCRATIC"	51.7	"1"	"Metro - Counties in metro areas of 1 million population or more"
"36121"	1891	-1012	"-2"	-238	56	-796	"New York"	"Wyoming County"	40544	39532	NA	NA	NA	NA	"6"	"REPUBLICAN"	71.3	"8"	"Nonmetro - Urban population of fewer than 5,000, adjacent to a metro area"
"37015"	1900	-1012	"-6"	-535	-2	-462	"North Carolina"	"Bertie County"	17934	16922	NA	NA	NA	NA	"6"	"DEMOCRATIC"	60.5	"9"	"Nonmetro - Urban population of fewer than 5,000, not adjacent to a metro area"
"40139"	2203	-1012	"-5"	449	413	-1861	"Oklahoma"	"Texas County"	21383	20371	NA	NA	NA	NA	"5"	"REPUBLICAN"	81.6	"7"	"Nonmetro - Urban population of 5,000 to 20,000, not adjacent to a metro area"
"42123"	2308	-1013	"-3"	-912	23	-118	"Pennsylvania"	"Warren County"	38585	37572	NA	NA	NA	NA	"5"	"REPUBLICAN"	68.9	"6"	"Nonmetro - Urban population of 5,000 to 20,000, adjacent to a metro area"
"01121"	61	-1017	"-1"	-1204	55	189	"Alabama"	"Talladega County"	82149	81132	8511	10029	55521	58428	"5"	"REPUBLICAN"	62.3	"4"	"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area"
"05035"	130	-1017	"-2"	-49	73	-1026	"Arkansas"	"Crittenden County"	48156	47139	NA	NA	NA	NA	"2"	"DEMOCRATIC"	52	"1"	"Metro - Counties in metro areas of 1 million population or more"
"53071"	2991	-1017	"-2"	-429	318	-908	"Washington"	"Walla Walla County"	62585	61568	NA	NA	NA	NA	"4"	"REPUBLICAN"	52.5	"3"	"Metro - Counties in metro areas of fewer than 250,000 population"
"19139"	861	-1022	"-2"	-113	216	-1131	"Iowa"	"Muscatine County"	43240	42218	NA	NA	NA	NA	"5"	"REPUBLICAN"	52.6	"4"	"Nonmetro - Urban population of 20,000 or more, adjacent to a metro area"
